Date,Market Cap
2001-03-05 00:00:00-05:00,4136399082.475067
2001-03-06 00:00:00-05:00,4535955043.10083
2001-03-07 00:00:00-05:00,4900245511.735046
2001-03-08 00:00:00-05:00,5064745354.314484
2001-03-09 00:00:00-05:00,4706344502.51535
2001-03-12 00:00:00-05:00,4535955043.10083
2001-03-13 00:00:00-05:00,5076499296.5008545
2001-03-14 00:00:00-05:00,5364393356.170959
2001-03-15 00:00:00-05:00,5628800057.889954
2001-03-16 00:00:00-05:00,5605313066.482086
2001-03-19 00:00:00-05:00,5928451725.178864
2001-03-20 00:00:00-05:00,5376149131.073547
2001-03-21 00:00:00-05:00,5775703258.983093
2001-03-22 00:00:00-05:00,6357378062.812439
2001-03-23 00:00:00-05:00,6298626312.499512
2001-03-26 00:00:00-05:00,6639407430.588013
2001-03-27 00:00:00-05:00,6398511545.5877075
2001-03-28 00:00:00-05:00,6402911530.68158
2001-03-29 00:00:00-05:00,6498393113.243469
